theta,BTCE_PreExfil,BTCE_MTTD,BTCE_UserFP,BTCE_MalFN,Transformer_PreExfil,Transformer_MTTD,Transformer_UserFP,Transformer_MalFN
0.75,25.0,0.9083333333333334,1.6353383458646615,2.5,0.0,3.3,0.8082706766917293,75.0
0.85,10.0,1.775,0.16290726817042606,2.5,0.0,3.5,0.7706766917293233,75.0
0.9,7.5,2.533333333333333,0.006265664160401002,7.5,0.0,3.833333333333333,0.7393483709273182,75.0
