theta,BTCE_PreExfil,BTCE_MTTD,BTCE_UserFP,BTCE_MalFN,Transformer_PreExfil,Transformer_MTTD,Transformer_UserFP,Transformer_MalFN
0.75,15.0,1.075,1.6729323308270676,0.0,0.0,4.0,1.2343358395989974,75.0
0.85,2.5,2.091666666666667,0.12531328320802004,2.5,0.0,4.583333333333333,0.7957393483709273,80.0
0.9,2.5,3.025,0.006265664160401002,7.5,0.0,4.75,0.6954887218045112,80.0
