theta,Pre-Exfil (%),MTTD (days),F1 (Period),F1 (UserEver)
0.75,21.11111111111111,0.9511111111111111,0.579328909759813,0.229027941934088
0.85,8.0,2.016111111111111,0.695243397434674,0.7639672044319721
0.9,2.0,2.9761111111111114,0.646982095630472,0.918312447786132
